phecode	phecode_string	category
PP_941	Abnormal forces of labor	Pregnancy
PP_941.1	Uterine inertia	Pregnancy
PP_941.2	Precipitate labor	Pregnancy
PP_941.3	"Hypertonic, incoordinate, and prolonged uterine contractions"	Pregnancy
PP_941.4	Long labor	Pregnancy
PP_941.5	False labor	Pregnancy
PP_944	Late pregnancy	Pregnancy
PP_945	Rupture of uterus	Pregnancy
PP_945.2	Rupture of uterus during labor	Pregnancy
PP_945.3	Postpartum hemorrhage	Pregnancy
PP_947	Umbilical cord complications	Pregnancy
PP_947.1	Prolapse of cord complicating labor and delivery	Pregnancy
PP_947.2	Short cord complicating labor and delivery	Pregnancy
PP_947.3	Labor and delivery complicated by vasa previa	Pregnancy
PP_947.4	Cord entanglement complicating labor and delivery	Pregnancy
PP_947.5	Vascular lesions of cord complicating labor and delivery	Pregnancy
PP_947.6	Velamentous insertion of umbilical cord*	Pregnancy
PP_949	Complications of labor and delivery NEC	Pregnancy
PP_949.1	Retained placenta or membranes	Pregnancy
PP_949.2	Hypotension syndrome or shock during or following labor and delivery	Pregnancy
PP_949.3	Postpartum acute kidney failure	Pregnancy
PP_949.4	Maternal pyrexia during labor	Pregnancy
PP_950	Puerperal infection or fever	Pregnancy
PP_952	Other complications of the puerperium NEC	Pregnancy
PP_952.5	Peripartum cardiomyopathy	Pregnancy
PP_954	Disorders of the breast associated with childbirth and disorders of lactation	Pregnancy
PP_954.2	Disorders of lactation	Pregnancy
GE_960	Chromosomal anomalies	Genetic
GE_960.1	Trisomies	Genetic
GE_960.11	Down syndrome	Genetic
GE_960.12	Trisomy 13 (Patau's syndrome)	Genetic
GE_960.13	Trisomy 18 (Edwards' syndrome)	Genetic
GE_960.14	Other whole chromosome trisomy*	Genetic
GE_960.15	Partial trisomy*	Genetic
GE_960.16	Duplications with other complex rearrangements*	Genetic
GE_960.17	Marker chromosomes*	Genetic
GE_960.2	Monosomies and chromosomal deletions	Genetic
GE_960.21	DiGeorge/Velo-cardio-facial syndrome	Genetic
GE_960.22	Williams syndrome*	Genetic
GE_960.23	Whole chromosome monosomy*	Genetic
GE_960.24	Deletion of short arm of chromosome 4*	Genetic
GE_960.25	Deletion of short arm of chromosome 5 [Cri-du-chat syndrome]	Genetic
GE_960.26	Ring chromosome*	Genetic
GE_960.28	Other chromosomal microdeletions	Genetic
GE_960.3	Sex chromosome anomalies	Genetic
GE_960.31	Turner's syndrome	Genetic
GE_960.32	Klinefelter's syndrome	Genetic
GE_960.33	"Karyotype 47, XXX*"	Genetic
GE_960.34	"Karyotype 46, XY*"	Genetic
GE_960.35	"Karyotype 47, XYY*"	Genetic
GE_960.36	"46, XX/46, XY*"	Genetic
GE_960.5	Angelman syndrome*	Genetic
GE_960.7	Prader-Willi syndrome	Genetic
GE_960.8	Balanced rearrangements	Genetic
GE_961	Genetic syndromes associated with neoplasms	Genetic
GE_961.1	Phakomatoses	Genetic
GE_961.11	Neurofibromatosis	Genetic
GE_961.111	"Neurofibromatosis, type 1"	Genetic
GE_961.112	"Neurofibromatosis, type 2"	Genetic
GE_961.12	Tuberous sclerosis	Genetic
GE_961.13	Von Hippel-Lindau syndrome*	Genetic
GE_961.14	PTEN tumor syndrome*	Genetic
GE_961.3	Incontinentia pigmenti*	Genetic
GE_961.2	Multiple endocrine neoplasia [MEN] syndromes	Genetic
GE_961.21	Multiple endocrine neoplasia [MEN] type I	Genetic
GE_961.22	Multiple endocrine neoplasia [MEN] type IIA	Genetic
GE_961.23	Multiple endocrine neoplasia [MEN] type IIB	Genetic
GE_961.4	Schwannomatosis	Genetic
GE_961.7	Ruvalcaba-Myhre-Smith syndrome*	Genetic
GE_961.8	Genetic susceptibility to malignant neoplasm	Genetic
GE_961.81	Genetic susceptibility to malignant neoplasm of breast	Genetic
GE_961.82	Genetic susceptibility to malignant neoplasm of ovary	Genetic
GE_961.83	Genetic susceptibility to malignant neoplasm of prostate	Genetic
GE_961.84	Genetic susceptibility to malignant neoplasm of endometrium	Genetic
GE_962	Disorders of amino-acid transport and metabolism	Genetic
GE_962.1	Disorders of aromatic amino-acid metabolism	Genetic
GE_962.11	Classical phenylketonuria	Genetic
GE_962.12	Disorders of tyrosine metabolism*	Genetic
GE_962.121	Tyrosinemia*	Genetic
GE_962.13	Albinism*	Genetic
GE_962.131	Ocular albinism*	Genetic
GE_962.132	Chediak-Higashi syndrome*	Genetic
GE_962.133	Hermansky-Pudlak syndrome*	Genetic
GE_962.14	Disorders of histidine metabolism	Genetic
GE_962.141	Histidinemia*	Genetic
GE_962.15	Disorders of tryptophan metabolism*	Genetic
GE_962.16	Aromatic L-amino acid decarboxylase deficiency (AADC definiciency)*	Genetic
GE_962.2	Disturbances of branched-chain amino-acid metabolism	Genetic
GE_962.21	Maple-syrup-urine disease*	Genetic
GE_962.22	Isovaleric acidemia*	Genetic
GE_962.23	3-methylglutaconic aciduria*	Genetic
GE_962.24	Methylmalonic acidemia*	Genetic
GE_962.25	Propionic acidemia*	Genetic
GE_962.3	Disorders of fatty-acid metabolism	Genetic
GE_962.31	Long chain/very long chain acyl CoA dehydrogenase deficiency*	Genetic
GE_962.32	Medium chain acyl CoA dehydrogenase deficiency*	Genetic
GE_962.33	Short chain acyl CoA dehydrogenase deficiency*	Genetic
GE_962.34	Glutaric aciduria type II*	Genetic
GE_962.38	Carnitine deficiency	Genetic
GE_962.381	Primary carnitine deficiency	Genetic
GE_962.35	Muscle carnitine palmitoyltransferase deficiency*	Genetic
GE_962.39	Peroxisomal disorders	Genetic
GE_962.391	Zellweger syndrome*	Genetic
GE_962.392	Adrenoleukodystrophy*	Genetic
GE_962.393	Rhizomelic chondrodysplasia punctata* [genetic]	Genetic
GE_962.4	Disturbances of sulphur-bearing amino-acid metabolism	Genetic
GE_962.41	Homocystinuria*	Genetic
GE_962.42	Cystinuria*	Genetic
GE_962.43	Methylenetetrahydrofolate reductase deficiency*	Genetic
GE_962.5	Disorders of urea cycle metabolism	Genetic
GE_962.51	Argininemia*	Genetic
GE_962.52	Arginosuccinic aciduria*	Genetic
GE_962.53	Citrullinemia*	Genetic
GE_962.54	Disorders of ornithine metabolism*	Genetic
GE_962.6	Disorders of lysine and hydroxylysine metabolism*	Genetic
GE_962.7	Disorders of glycine metabolism*	Genetic
GE_962.71	Trimethylaminuria*	Genetic
GE_962.9	Disturbances of amino-acid transport	Genetic
GE_962.94	Hartnup's disease*	Genetic
GE_962.95	Lowe's syndrome*	Genetic
GE_962.96	Cystinosis*	Genetic
GE_963	Lysosomal storage disorders	Genetic
GE_963.1	Lipid storage disorders	Genetic
GE_963.11	Fabry disease*	Genetic
GE_963.12	Gaucher disease*	Genetic
GE_963.13	Krabbe disease*	Genetic
GE_963.14	Niemann-Pick disease*	Genetic
GE_963.141	Niemann-Pick disease type A*	Genetic
GE_963.142	Niemann-Pick disease type B*	Genetic
GE_963.143	Niemann-Pick disease type C*	Genetic
GE_963.144	Niemann-Pick disease type D*	Genetic
GE_963.15	Metachromatic leukodystrophy*	Genetic
GE_963.16	Sulfatase deficiency*	Genetic
GE_963.17	GM2 gangliosidosis	Genetic
GE_963.171	Sandhoff disease*	Genetic
GE_963.172	Tay-Sachs disease*	Genetic
GE_963.18	Neuronal ceroid lipofuscinosis	Genetic
GE_963.3	Mucopolysaccharidoses	Genetic
GE_963.31	Hurler's syndrome [MPS IH]*	Genetic
GE_963.32	Hurler-Scheie syndrome [MPS IH/S]*	Genetic
GE_963.33	Scheie's syndrome [MPS Is]*	Genetic
GE_963.34	"Mucopolysaccharidosis, type II*"	Genetic
GE_963.35	"Mucopolysaccharidosis, type IVA*"	Genetic
GE_963.36	"Mucopolysaccharidosis, type IVB*"	Genetic
GE_963.37	Sanfilippo mucopolysaccharidoses*	Genetic
GE_963.4	Mucolipidosis IV	Genetic
GE_963.5	Disorders of glycoprotein metabolism [Glycoproteinoses]	Genetic
GE_964	Disorders of carbohydrate metabolism	Genetic
GE_964.1	Disorders of galactose metabolism	Genetic
GE_964.11	Galactosemia (Classical and Duarte)	Genetic
GE_964.2	Fructokinase deficiency	Genetic
GE_964.21	Hereditary fructose intolerance	Genetic
GE_964.3	Glycogen storage disease	Genetic
GE_964.31	von Gierke disease*	Genetic
GE_964.32	Pompe disease*	Genetic
GE_964.33	Cori disease*	Genetic
GE_964.34	McArdle disease*	Genetic
GE_964.4	Sucrase-isomaltase deficiency*	Genetic
GE_964.5	Disorders of pyruvate metabolism and gluconeogenesis*	Genetic
GE_964.6	Glucose transporter protein type 1 deficiency (GLUT1 deficiency)*	Genetic
GE_964.7	Congenital lactase deficiency*	Genetic
GE_965	Inborn error of lipid metabolism	Genetic
GE_965.1	Barth syndrome*	Genetic
GE_965.2	Smith-Lemli-Opitz syndrome*	Genetic
GE_965.3	Lipoprotein deficiencies	Genetic
GE_965.4	Familial hypercholesterolemia*	Genetic
GE_965.5	Refsum's disease	Genetic
GE_966	Other inborn errors of metabolism	Genetic
GE_966.1	Disorders of purine and pyrimidine metabolism	Genetic
GE_966.11	Lesch-Nyhan syndrome*	Genetic
GE_966.12	Myoadenylate deaminase deficiency*	Genetic
GE_966.2	Disorders of porphyrin metabolism	Genetic
GE_966.21	Hereditary erythropoietic porphyria*	Genetic
GE_966.22	Porphyria cutanea tarda*	Genetic
GE_966.23	Acute intermittent (hepatic) porphyria*	Genetic
GE_966.3	Defects of catalase and peroxidase*	Genetic
GE_966.4	Genetic of bilirubin excretion*	Genetic
GE_966.41	Gilbert syndrome*	Genetic
GE_966.42	Crigler-Najjar syndrome*	Genetic
GE_967	Genetic disorders of vitamin and mineral metabolism	Genetic
GE_967.1	Wilson's disease*	Genetic
GE_967.2	Hereditary vitamin D-dependent rickets (type 1) (type 2)*	Genetic
GE_967.3	Familial hypophosphatemia*	Genetic
GE_967.4	Hereditary hemochromatosis	Genetic
GE_967.5	Transcobalamin II deficiency*	Genetic
GE_967.6	Biotinidase deficiency*	Genetic
GE_968	Mitochondrial disorders	Genetic
GE_968.1	MELAS syndrome*	Genetic
GE_968.2	MERRF syndrome*	Genetic
GE_968.3	Kearns-Sayre syndrome*	Genetic
GE_968.4	Alpers disease*	Genetic
GE_968.5	Leigh's disease*	Genetic
GE_969	Genetic diseases of the immune system	Genetic
GE_969.1	Primary immunodeficiencies	Genetic
GE_969.11	Hereditary hypogammaglobulinemia	Genetic
GE_969.12	Combined immunity deficiency	Genetic
GE_969.121	Severe combined immunodeficiency due to adenosine deaminase deficiency*	Genetic
GE_969.122	Adenosine deaminase 2 deficiency (DADA2)*	Genetic
GE_969.123	Nezelof syndrome	Genetic
GE_969.124	Purine nucleoside phosphorylase [PNP] deficiency*	Genetic
GE_969.125	"Major histocompatibility complex class I deficiency (Bare lymphocyte syndrome, type I)*"	Genetic
GE_969.126	"Major histocompatibility complex class II deficiency (Bare lymphocyte syndrome, type II)*"	Genetic
GE_969.127	Activated Phosphoinositide 3-kinase Delta Syndrome [APDS]	Genetic
GE_969.128	Severe combined immunodeficiency [SCID]*	Genetic
GE_969.13	Wiskott-Aldrich syndrome	Genetic
GE_969.14	Hyperimmunoglobulin E [IgE] syndrome*	Genetic
GE_969.15	Lymphocyte function antigen-1 [LFA-1] defect*	Genetic
GE_969.2	Autoimmune lymphoproliferative syndrome [ALPS]	Genetic
GE_969.3	Genetic anomalies of leukocytes	Genetic
GE_969.4	Hereditary alpha tryptasemia*	Genetic
GE_969.5	Periodic fever syndromes	Genetic
GE_969.6	Cryopyrin-associated periodic syndromes*	Genetic
GE_969.7	Congenital agranulocytosis/neutropenia	Genetic
GE_970	Hemoglobinopathies	Genetic
GE_970.1	Sickle-cell disorders	Genetic
GE_970.11	Sickle cell anemia (Hb-SS)	Genetic
GE_970.12	Hemoglobin C disease	Genetic
GE_970.14	Sickle-cell thalassemia	Genetic
GE_970.2	Thalassemia	Genetic
GE_970.21	Alpha thalassemia	Genetic
GE_970.22	Beta thalassemia	Genetic
GE_970.23	Delta thalassemia	Genetic
GE_970.24	Hemoglobin E disease	Genetic
GE_970.25	Thalassemia minor	Genetic
GE_970.4	Methemoglobinemia	Genetic
GE_970.5	Hereditary persistence of fetal hemoglobin [HPFH]*	Genetic
GE_970.6	Hereditary hemolytic anemias	Genetic
GE_970.61	Hereditary spherocytosis	Genetic
GE_970.62	Hereditary elliptocytosis	Genetic
GE_970.63	Disorders of glutathione metabolism	Genetic
GE_970.631	Glucose-6-phosphate dehydrogenase [G6PD] deficiency*	Genetic
GE_970.64	Hereditary hemolytic-uremic syndrome*	Genetic
GE_970.65	Paroxysmal nocturnal hemoglobinuria [Marchiafava-Micheli]*	Genetic
GE_970.66	Anemia due to disorders of glycolytic enzymes*	Genetic
GE_970.661	Anemia due to pyruvate kinase deficiency*	Genetic
GE_970.7	Congenital dyserythropoietic anemia*	Genetic
GE_970.8	Hereditary sideroblastic anemia*	Genetic
GE_971	Genetic coagulation defects	Genetic
GE_971.1	Hereditary hypo-coagulability	Genetic
GE_971.11	Hereditary factor VIII deficiency [Hemophilia A]	Genetic
GE_971.12	Hereditary factor IX disorder [Hemophilia B]	Genetic
GE_971.13	Factor XI deficiency [Hemophilia C]	Genetic
GE_971.14	Von Willebrand's disease	Genetic
GE_971.2	Prothrombin gene mutation*	Genetic
GE_972	Genetic neuromuscular disease	Genetic
GE_972.1	Hereditary neuropathy	Genetic
GE_972.11	Hereditary motor and sensory neuropathy	Genetic
GE_972.2	Hereditary ataxia	Genetic
GE_972.21	Hereditary spastic paraplegia	Genetic
GE_972.22	Friedreich ataxia*	Genetic
GE_972.4	Spinal muscular atrophy and related syndromes	Genetic
GE_972.41	Spinal muscular atrophy	Genetic
GE_972.411	"Spinal muscular atrophy, type I [Werdnig-Hoffman]"	Genetic
GE_972.412	Progressive spinal muscle atrophy*	Genetic
GE_972.42	Familial motor neuron disease*	Genetic
GE_972.5	Familial dysautonomia [Riley-Day]*	Genetic
GE_972.7	Genetic torsion dystonia	Genetic
GE_972.8	Genetic myotonic disorders	Genetic
GE_972.81	Myotonic muscular dystrophy	Genetic
GE_972.82	Myotonia congenita	Genetic
GE_972.83	Myotonic chondrodystrophy	Genetic
GE_972.9	Muscular dystrophy	Genetic
GE_972.91	Duchenne or Becker muscular dystrophy*	Genetic
GE_972.92	Facioscapulohumeral muscular dystrophy*	Genetic
GE_972.93	Nemaline myopathy*	Genetic
GE_972.94	Centronuclear myopathy*	Genetic
GE_972.941	X-linked myotubular myopathy*	Genetic
GE_973	Genetic neurological disorders	Genetic
GE_973.1	Dravet syndrome*	Genetic
GE_973.2	Cyclin-Dependent Kinase-Like 5 Deficiency Disorder*	Genetic
GE_973.3	Genetic related intellectual disability*	Genetic
GE_973.31	SYNGAP1-related intellectual disability*	Genetic
GE_973.4	Fragile X syndrome	Genetic
GE_973.5	Huntington's disease	Genetic
GE_973.6	Fatal familial insomnia	Genetic
GE_973.8	Hallervorden-Spatz disease [PKAN]*	Genetic
GE_974	Genetic diseases of the eye	Genetic
GE_974.1	Hereditary retinal dystrophy	Genetic
GE_974.11	Pigmentary retinal dystrophy	Genetic
GE_974.12	Vitreoretinal dystrophy	Genetic
GE_974.2	Hereditary corneal dystrophies	Genetic
GE_974.22	Lattice corneal dystrophy	Genetic
GE_974.23	Granular corneal dystrophy	Genetic
GE_974.24	Juvenile epithelial corneal dystrophy [Meesmann corneal dystrophy]	Genetic
GE_974.25	Macular corneal dystrophy*	Genetic
GE_974.3	Hereditary choroidal dystrophies	Genetic
GE_974.31	Choroideremia	Genetic
GE_974.4	Hereditary optic atrophy	Genetic
GE_975	Hereditary cardiovascular diseases	Genetic
GE_975.1	Cerebral autosomal dominant arteriopathy with subcortical infarcts and leukoencephalopathy [CADASIL]*	Genetic
GE_975.2	Hereditary hemorrhagic telangiectasia	Genetic
GE_975.3	Arterial tortuosity syndrome*	Genetic
GE_976	Genetic diseases primary affecting the kidneys	Genetic
GE_976.1	Hereditary nephropathy*	Genetic
GE_976.2	Bartter's syndrome	Genetic
GE_976.3	Primary hyperoxaluria*	Genetic
GE_976.4	Alport syndrome*	Genetic
GE_976.5	Polycystic kidney disease	Genetic
GE_976.51	Autosomal recessive polycystic kidney disease (ARPKD)	Genetic
GE_976.52	Autosomal dominant polycystic kidney disease (ADPKD)	Genetic
GE_977	Genetic disorders of skin	Genetic
GE_977.1	Congenital ichthyosis	Genetic
GE_977.11	Ichthyosis vulgaris*	Genetic
GE_977.12	X-linked ichthyosis*	Genetic
GE_977.13	Lamellar ichthyosis*	Genetic
GE_977.14	Congenital bullous ichthyosiform erythroderma*	Genetic
GE_977.15	Harlequin fetus*	Genetic
GE_977.2	Epidermolysis bullosa*	Genetic
GE_977.3	Xeroderma pigmentosum*	Genetic
GE_977.5	Ectodermal dysplasia	Genetic
GE_977.6	Congenital cutaneous mastocytosis*	Genetic
GE_977.7	Steatocystoma multiplex*	Genetic
GE_978	Genetic disorders relating to growth and musculoskeletal system	Genetic
GE_978.1	Genetic causes of short stature*	Genetic
GE_978.11	Primary insulin-like growth factor-1 (IGF-1) deficiency*	Genetic
GE_978.12	Congenital adrenogenital disorders associated with enzyme deficiency*	Genetic
GE_978.2	Herediatary connective tissue diseases	Genetic
GE_978.21	Marfan syndrome	Genetic
GE_978.22	Ehler's Danlos syndrome	Genetic
GE_978.221	Classical Ehlers-Danlos syndrome*	Genetic
GE_978.222	Vascular Ehlers-Danlos syndrome*	Genetic
GE_978.3	Osteochondrodysplasias	Genetic
GE_978.31	Chondrodystrophy	Genetic
GE_978.312	Hypochondrogenesis*	Genetic
GE_978.313	Thanatophoric short stature*	Genetic
GE_978.314	Achondroplasia*	Genetic
GE_978.315	Diastrophic dysplasia*	Genetic
GE_978.316	Spondyloepiphyseal dysplasia*	Genetic
GE_978.32	Chondroectodermal dysplasia [genetic]	Genetic
GE_978.33	Osteogenesis imperfecta [genetic]	Genetic
GE_978.34	Osteopetrosis [genetic]	Genetic
GE_978.35	Polyostotic fibrous dysplasia	Genetic
GE_978.36	Progressive diaphyseal dysplasia [Multiple epiphyseal dysplasia]	Genetic
GE_978.37	Multiple congenital exostoses*	Genetic
GE_978.4	Familial chondrocalcinosis*	Genetic
GE_979	Genetic disorders primarily affecting lungs	Genetic
GE_979.1	Surfactant mutations of the lung	Genetic
GE_979.2	Cystic fibrosis	Genetic
GE_981	Other genetic disesaes	Genetic
GE_981.1	Alpha-1-antitrypsin deficiency	Genetic
GE_981.2	Plasminogen deficiency*	Genetic
GE_981.3	Rett syndrome*	Genetic
GE_981.4	Pseudohypoparathyroidism*	Genetic
GE_981.5	Familial Mediterranean fever	Genetic
GE_981.7	Familial polycythemia [Familial erythrocytosis]	Genetic
GE_981.8	Malignant hyperthermia	Genetic
GE_981.9	Androgen insensitivity syndrome	Genetic
GE_982	"Genetic susceptibility of disease, NOS"	Genetic
GE_983	Genetic carrier status	Genetic
GE_983.1	Cystic fibrosis carrier	Genetic
